사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2026-02,9호선,4121,구반포,41524,36419,9653,9286
2026-02,9호선,4122,신반포,90222,86155,27884,27721
2026-02,9호선,4123,고속터미널,348453,504211,67059,81057
2026-02,9호선,4124,사평,80346,77257,22929,22976
2026-02,9호선,4125,신논현,770695,795832,54126,52678
2026-02,공항철도 1호선,4201,서울역,344985,319524,33171,30217
2026-02,공항철도 1호선,4202,공덕,72436,97085,8963,10705
2026-02,공항철도 1호선,4203,홍대입구,452568,418472,19761,18244
2026-02,공항철도 1호선,4204,디지털미디어시티,313205,293887,28771,27551
2026-02,공항철도 1호선,4206,마곡나루(서울식물원),332620,322452,22453,22680
2026-02,공항철도 1호선,4207,김포공항,249094,128384,22239,12663
2026-02,공항철도 1호선,4208,계양,203548,204385,26670,26942
2026-02,공항철도 1호선,4209,검암,139087,136761,15503,15187
2026-02,공항철도 1호선,4210,청라국제도시,178969,170128,14161,14241
2026-02,공항철도 1호선,4211,운서,236168,255163,27683,28178
2026-02,공항철도 1호선,4212,공항화물청사,39081,43430,8490,8226
2026-02,공항철도 1호선,4213,인천공항1터미널,348177,328718,30718,28025
2026-02,공항철도 1호선,4215,인천공항2터미널,289757,233623,24317,21153
2026-02,공항철도 1호선,4217,영종,97346,98116,22084,22122
2026-02,9호선2~3단계,4126,언주,253291,256832,29442,29272
2026-02,9호선2~3단계,4127,선정릉,216328,234666,28114,28955
2026-02,9호선2~3단계,4128,삼성중앙,167049,174037,28023,27477
2026-02,9호선2~3단계,4129,봉은사,501629,541026,57471,54685
2026-02,9호선2~3단계,4130,종합운동장,121751,120550,22416,20813
2026-02,9호선2~3단계,4131,삼전,173769,164001,44194,43298
2026-02,9호선2~3단계,4132,석촌고분,147792,143671,42650,42653
2026-02,9호선2~3단계,4133,석촌,209140,191925,41690,37443
2026-02,9호선2~3단계,4134,송파나루,126013,134931,30695,32575
2026-02,9호선2~3단계,4135,한성백제,66509,59015,17538,15832
2026-02,9호선2~3단계,4136,올림픽공원(한국체대),203349,205264,27078,27180
2026-02,9호선2~3단계,4137,둔촌오륜,89414,86597,22011,22661
2026-02,9호선2~3단계,4138,중앙보훈병원,233976,196473,77154,74500
2026-02,우이신설선,4701,북한산우이,42945,37009,33445,34868
2026-02,우이신설선,4702,솔밭공원,38647,34383,28578,29228
2026-02,우이신설선,4703,4.19민주묘지,44541,42124,36145,32227
2026-02,우이신설선,4704,가오리,62483,60132,49040,50417
2026-02,우이신설선,4705,화계,49890,44800,46016,45477
2026-02,우이신설선,4706,삼양,35314,35584,29014,31427
2026-02,우이신설선,4707,삼양사거리,35636,34301,35161,34536
2026-02,우이신설선,4708,솔샘,109727,99244,39179,40094
2026-02,우이신설선,4709,북한산보국문,112320,100780,42466,42294
2026-02,우이신설선,4710,정릉,76091,66835,43966,40501
2026-02,우이신설선,4711,성신여대입구(돈암),66159,76662,31647,30030
2026-02,우이신설선,4712,보문,29455,29272,16051,15660
2026-02,우이신설선,4713,신설동,32364,31470,30164,27134
2026-02,신림선,4401,샛강,54535,67441,14570,13608
2026-02,신림선,4402,대방,66893,48857,19814,16430
2026-02,신림선,4403,서울지방병무청,55238,61180,26116,28495
2026-02,신림선,4404,보라매,87476,78042,26155,23690
2026-02,신림선,4405,보라매공원,40504,44734,17554,18968
2026-02,신림선,4406,보라매병원,142358,149654,55457,55132
2026-02,신림선,4407,당곡,86454,83001,38259,37587
2026-02,신림선,4408,신림,41422,50113,19030,21214
2026-02,신림선,4409,서원,67205,58496,25374,24290
2026-02,신림선,4410,서울대벤처타운,193213,173221,64658,64591
2026-02,신림선,4411,관악산(서울대),47092,44601,29703,30027
